year,days_published,newspaper_name,city,state,total_circulation,county,rucc,rucc_description,metro,latitude,longitude,state_full
2004,1,South Miami News,South Miami,Fla.,"5,000",Miami-Dade,major,County in metro area with 1 million population or more,1,25.7051,-80.2908,Florida
2004,1,Coral Gables Gazette,Coral Gables,Fla.,"9,500",Miami-Dade,major,County in metro area with 1 million population or more,1,25.7215,-80.2684,Florida
2004,1,Coral Gables News,South Miami,Fla.,"7,000",Miami-Dade,major,County in metro area with 1 million population or more,1,25.7612,-80.2043,Florida
2004,1,Palmetto Bay Tribune,South Miami,Fla.,"5,000",Miami-Dade,major,County in metro area with 1 million population or more,1,25.7612,-80.2043,Florida
2004,6,Diario Las Americas,Miami,Fla.,"69,132",Miami-Dade,major,County in metro area with 1 million population or more,1,25.7617,-80.1918,Florida
2004,1,Miami News Times,Miami,Fla.,"105,000",Miami-Dade,major,County in metro area with 1 million population or more,1,25.7617,-80.1918,Florida
2004,1,Miami Times,Miami,Fla.,"22,835",Miami-Dade,major,County in metro area with 1 million population or more,1,25.7617,-80.1918,Florida
2004,1,Sunpost,Miami,Fla.,"1,000",Miami-Dade,major,County in metro area with 1 million population or more,1,25.7617,-80.1918,Florida
2004,7,El Nuevo Herald,Miami,Fla.,"88,780",Miami-Dade,major,County in metro area with 1 million population or more,1,25.7753,-80.2089,Florida
2004,7,"Miami Herald, The",Miami,Fla.,"306,943",Miami-Dade,major,County in metro area with 1 million population or more,1,25.7753,-80.2089,Florida
2004,1,Miami Today,Miami,Fla.,"36,800",Miami-Dade,major,County in metro area with 1 million population or more,1,25.7753,-80.2089,Florida
2004,1,Marco Island Eagle,Marco Island,Fla.,"11,053",Collier,minor,"County in metro area of 250,000 to 1 million population",1,25.9379,-81.7118,Florida
2004,1,Aventura News,South Miami,Fla.,"15,000",Miami-Dade,major,County in metro area with 1 million population or more,1,25.9583,-80.1411,Florida
2004,7,"Brownsville Herald, The",Brownsville,Texas,"14,787",Cameron,minor,"County in metro area of 250,000 to 1 million population",1,26.0004,-97.4704,Texas
2004,7,El Nuevo Heraldo,Brownsville,Texas,"6,005",Cameron,minor,"County in metro area of 250,000 to 1 million population",1,26.0004,-97.4704,Texas
2004,2,Port Isabel-South Padre Press,Port Isabel,Texas,"4,000",Cameron,minor,"County in metro area of 250,000 to 1 million population",1,26.0596,-97.2440,Texas
2004,1,Sunrise Forum,Davie,Fla.,"18,166",Broward,major,County in metro area with 1 million population or more,1,26.0765,-80.2521,Florida
2004,1,"Coastal Current Weekly, The",South Padre Island,Texas,"31,000",Cameron,minor,"County in metro area of 250,000 to 1 million population",1,26.1167,-97.1691,Texas
2004,1,City Link,Fort Lauderdale,Fla.,"52,198",Broward,major,County in metro area with 1 million population or more,1,26.1224,-80.1373,Florida
2004,1,Plantation Forum,Fort Lauderdale,Fla.,"19,380",Broward,major,County in metro area with 1 million population or more,1,26.1224,-80.1373,Florida
2004,1,Westside Gazette,Fort Lauderdale,Fla.,"50,000",Broward,major,County in metro area with 1 million population or more,1,26.1224,-80.1373,Florida
2004,1,San Benito News,San Benito,Texas,"3,500",Cameron,minor,"County in metro area of 250,000 to 1 million population",1,26.1298,-97.6439,Texas
2004,7,South Florida Sun-Sentinel,Fort Lauderdale,Fla.,"218,781",Broward,major,County in metro area with 1 million population or more,1,26.1408,-80.1437,Florida
2004,1,Everglades Echo,Everglades City,Fla.,"1,000",Collier,minor,"County in metro area of 250,000 to 1 million population",1,26.1435,-81.7941,Florida
2004,1,Mercedes Enterprise,Mercedes,Texas,"2,206",Hidalgo,minor,"County in metro area of 250,000 to 1 million population",1,26.1534,-97.9138,Texas
2004,1,Sunrise Times,Sunrise,Fla.,"19,000",Broward,major,County in metro area with 1 million population or more,1,26.1547,-80.2999,Florida
2004,2,"Mid-Valley Town Crier, The",Weslaco,Texas,"47,000",Hidalgo,minor,"County in metro area of 250,000 to 1 million population",1,26.1590,-97.9878,Texas
2004,1,Broward Informer,Broward Co.,Fla.,"87,000",Broward,major,County in metro area with 1 million population or more,1,26.1682,-80.2680,Florida
2004,1,"Advance News, The",Pharr,Texas,"8,000",Hidalgo,minor,"County in metro area of 250,000 to 1 million population",1,26.1688,-98.1905,Texas
2004,1,"Gazette, The",Golden Gate,Fla.,"15,000",Collier,minor,"County in metro area of 250,000 to 1 million population",1,26.1844,-81.7031,Florida
2004,7,Valley Morning Star,Harlingen,Texas,"20,446",Cameron,minor,"County in metro area of 250,000 to 1 million population",1,26.1923,-97.6940,Texas
2004,1,Progress Times,Mission,Texas,"8,000",Hidalgo,minor,"County in metro area of 250,000 to 1 million population",1,26.2033,-98.3228,Texas
2004,1,Tamarac/North Lauderdale Forum,Tamarac,Fla.,"15,900",Broward,major,County in metro area with 1 million population or more,1,26.2057,-80.2547,Florida
2004,7,"Monitor, The",McAllen,Texas,"38,098",Hidalgo,minor,"County in metro area of 250,000 to 1 million population",1,26.2186,-98.2453,Texas
2004,1,Valley Town Crier,McAllen,Texas,"102,000",Hidalgo,minor,"County in metro area of 250,000 to 1 million population",1,26.2186,-98.2453,Texas
2004,1,Hi-Riser,Pompano Beach,Fla.,"17,800",Broward,major,County in metro area with 1 million population or more,1,26.2379,-80.1248,Florida
2004,1,Pompano Ledger,Pompano Beach,Fla.,"5,000",Broward,major,County in metro area with 1 million population or more,1,26.2379,-80.1248,Florida
2004,1,"Sentry, The",Pompano Beach,Fla.,"5,500",Broward,major,County in metro area with 1 million population or more,1,26.2414,-80.1247,Florida
2004,1,Margate/Coconut Creek Forum,Margate,Fla.,"21,500",Broward,major,County in metro area with 1 million population or more,1,26.2465,-80.2119,Florida
2004,1,Coral Springs Forum,Coral Springs,Fla.,"30,000",Broward,major,County in metro area with 1 million population or more,1,26.2704,-80.2589,Florida
2004,7,Naples Daily News,Naples,Fla.,"46,285",Collier,minor,"County in metro area of 250,000 to 1 million population",1,26.2708,-81.7965,Florida
2004,1,Broward Times,Coral Springs,Fla.,"25,000",Broward,major,County in metro area with 1 million population or more,1,26.2712,-80.2706,Florida
2004,2,Broward News,Broward Co.,Fla.,"30,000",Broward,major,County in metro area with 1 million population or more,1,26.2723,-80.2557,Florida
2004,5,Edinburg Daily Review,Edinburg,Texas,"4,823",Hidalgo,minor,"County in metro area of 250,000 to 1 million population",1,26.3017,-98.1633,Texas
2004,1,Deerfield Beach-Lighthouse Point Observer,Deerfield Beach,Fla.,"30,000",Broward,major,County in metro area with 1 million population or more,1,26.3050,-80.1278,Florida
2004,1,Deerfield Times,Deerfield Beach,Fla.,"19,575",Broward,major,County in metro area with 1 million population or more,1,26.3184,-80.0998,Florida
2004,2,Bonita Banner,Bonita Springs,Fla.,"32,000",Lee,minor,"County in metro area of 250,000 to 1 million population",1,26.3557,-81.7860,Florida
2004,7,Boca Raton News,Boca Raton,Fla.,"13,763",Palm Beach,major,County in metro area with 1 million population or more,1,26.3683,-80.1289,Florida
2004,1,Boca Raton Times,Boca Raton,Fla.,"43,300",Palm Beach,major,County in metro area with 1 million population or more,1,26.3683,-80.1289,Florida
2004,3,West Boca Times,Boca Raton,Fla.,"35,450",Palm Beach,major,County in metro area with 1 million population or more,1,26.3739,-80.1060,Florida
2004,1,South Texas Reporter,Roma,Texas,"3,500",Starr,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,26.4089,-99.0157,Texas
2004,1,Immokalee Bulletin,Immokalee,Fla.,"3,500",Collier,minor,"County in metro area of 250,000 to 1 million population",1,26.4253,-81.4251,Florida
2004,1,Fort Myers Beach Observer,Fort Myers Beach,Fla.,"20,000",Lee,minor,"County in metro area of 250,000 to 1 million population",1,26.4335,-81.9207,Florida
2004,1,Fort Myers Beach Observer,Fort Myers Beach,Fla.,"16,000",Lee,minor,"County in metro area of 250,000 to 1 million population",1,26.4335,-81.9207,Florida
2004,1,Fort Myers Beach Bulletin,Fort Myers,Fla.,"14,000",Lee,minor,"County in metro area of 250,000 to 1 million population",1,26.4520,-81.9481,Florida
2004,1,Island Reporter,Sanibel,Fla.,"2,000",Lee,minor,"County in metro area of 250,000 to 1 million population",1,26.4532,-82.0999,Florida
2004,2,Sanibel-Captiva Islander,Sanibel,Fla.,789,Lee,minor,"County in metro area of 250,000 to 1 million population",1,26.4532,-82.0999,Florida
2004,1,Delray Times,Delray Beach,Fla.,"29,575",Palm Beach,major,County in metro area with 1 million population or more,1,26.4615,-80.0728,Florida
2004,1,Raymondville Chronicle & Willacy County Ne,Raymondville,Texas,"3,267",Willacy,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,26.4804,-97.7838,Texas
2004,1,Captiva Current,Captiva,Fla.,"6,000",Lee,minor,"County in metro area of 250,000 to 1 million population",1,26.5220,-82.1893,Florida
2004,1,"Boynton Times, The",Boynton Beach,Fla.,"36,150",Palm Beach,major,County in metro area with 1 million population or more,1,26.5282,-80.0811,Florida
2004,1,Lehigh Acres Citizen,Belen,Fla.,"10,000",Lee,minor,"County in metro area of 250,000 to 1 million population",1,26.6116,-81.6424,Florida
2004,1,Lehigh Acres News-Star,Lehigh Acres,Fla.,"29,000",Lee,minor,"County in metro area of 250,000 to 1 million population",1,26.6179,-81.6249,Florida
2004,7,"News-Press, The",Fort Myers,Fla.,"79,901",Lee,minor,"County in metro area of 250,000 to 1 million population",1,26.6195,-81.8303,Florida
2004,1,North Ft Myers Neighbor,Fort Myers,Fla.,"9,198",Lee,minor,"County in metro area of 250,000 to 1 million population",1,26.6195,-81.8303,Florida
2004,1,Lake Worth Herald and Coastal Observer,Lake Worth,Fla.,"36,200",Palm Beach,major,County in metro area with 1 million population or more,1,26.6196,-80.0592,Florida
2004,1,Community Voice,Fort Myers,Fla.,"12,000",Lee,minor,"County in metro area of 250,000 to 1 million population",1,26.6406,-81.8723,Florida
2004,6,Daily Breeze,Cape Coral,Fla.,"2,500",Lee,minor,"County in metro area of 250,000 to 1 million population",1,26.6441,-81.9966,Florida
2004,1,"Town Crier, The",Wellington,Fla.,"20,000",Palm Beach,major,County in metro area with 1 million population or more,1,26.6464,-80.2711,Florida
2004,1,Wellington Forum,Wellington,Fla.,"22,422",Palm Beach,major,County in metro area with 1 million population or more,1,26.6464,-80.2711,Florida
2004,1,Pine Island Eagle,Bokeelia,Fla.,"8,500",Lee,minor,"County in metro area of 250,000 to 1 million population",1,26.6789,-82.1409,Florida
2004,1,Sun,Belle Glade,Fla.,"3,000",Palm Beach,major,County in metro area with 1 million population or more,1,26.6857,-80.6683,Florida
2004,7,Palm Beach Daily News,Palm Beach,Fla.,"6,270",Palm Beach,major,County in metro area with 1 million population or more,1,26.6896,-80.0382,Florida
2004,1,New Times Broward-Palm Beach,Palm Beach,Fla.,"70,000",Palm Beach,major,County in metro area with 1 million population or more,1,26.7098,-80.0390,Florida
2004,1,Caloosa Belle,La Belle,Fla.,"7,000",Hendry,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,26.7212,-81.4525,Florida
2004,7,"Palm Beach Post, The",West Palm Beach,Fla.,"154,786",Palm Beach,major,County in metro area with 1 million population or more,1,26.7468,-80.1315,Florida
2004,1,Boca Beacon,Boca Grande,Fla.,"6,500",Lee,minor,"County in metro area of 250,000 to 1 million population",1,26.7491,-82.2617,Florida
2004,1,Gasparilla Gazette,Boca Grande,Fla.,"5,000",Lee,minor,"County in metro area of 250,000 to 1 million population",1,26.7491,-82.2617,Florida
2004,1,Clewiston News,Clewiston,Fla.,"3,700",Hendry,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,26.7532,-80.9399,Florida
2004,1,Weekday,Lake Park,Fla.,"11,000",Palm Beach,major,County in metro area with 1 million population or more,1,26.8003,-80.0664,Florida
2004,1,Glades County Democrat,Moore Haven,Fla.,"1,300",Glades,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,26.8339,-81.0976,Florida
2004,1,Zapata County News,Zapata,Texas,"2,566",Zapata,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,26.9026,-99.2612,Texas
2004,1,Roma Star,Zapata,Texas,"1,900",Zapata,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,26.9073,-99.2714,Texas
2004,2,Jupiter Courier,Jupiter,Fla.,"8,149",Palm Beach,major,County in metro area with 1 million population or more,1,26.9342,-80.0942,Florida
2004,7,Englewood Sun,Englewood,Fla.,"7,700",Sarasota,minor,"County in metro area of 250,000 to 1 million population",1,26.9604,-82.3535,Florida
2004,7,Charlotte Sun-Herald,Charlotte Harbor P.,Fla.,"69,637",Charlotte,minor,"County in metro area of fewer than 250,000 population",1,26.9772,-82.0917,Florida
2004,7,North Port Sun,North Port,Fla.,"3,900",Sarasota,minor,"County in metro area of 250,000 to 1 million population",1,27.0574,-82.1979,Florida
2004,1,Venice Weekly,Venice,Fla.,"30,000",Sarasota,minor,"County in metro area of 250,000 to 1 million population",1,27.0998,-82.4543,Florida
2004,2,Venice Gondolier Sun,Venice,Fla.,"22,000",Sarasota,minor,"County in metro area of 250,000 to 1 million population",1,27.1162,-82.4136,Florida
2004,7,DeSoto Sun,Arcadia,Fla.,"4,000",DeSoto,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,27.2200,-81.8595,Florida
2004,1,Falfurrias Facts,Falfurrias,Texas,"2,500",Brooks,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,27.2244,-98.1452,Texas
2004,7,Okeechobee News,Okeechobee,Fla.,"2,583",Okeechobee,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,27.2426,-80.8304,Florida
2004,1,Lake Placid Journal,Lake Placid,Fla.,"5,200",Highlands,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,27.2959,-81.3719,Florida
2004,1,Hebbronville View,Hebbronville,Texas,"1,400",Jim Hogg,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,27.3067,-98.6784,Texas
2004,1,Hebbronville Enterprise,Hebbronville,Texas,"1,600",Jim Hogg,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,27.3240,-98.6861,Texas
2004,1,Sarasota Weekly,Sarasota,Fla.,"50,000",Sarasota,minor,"County in metro area of 250,000 to 1 million population",1,27.3364,-82.5307,Florida
2004,7,Sarasota Herald-Tribune,Sarasota,Fla.,"100,294",Sarasota,minor,"County in metro area of 250,000 to 1 million population",1,27.3377,-82.5298,Florida
2004,1,Pelican Press,Coastal,Fla.,"28,000",Sarasota,minor,"County in metro area of 250,000 to 1 million population",1,27.3382,-82.5282,Florida
2004,1,Premont Journal,Premont,Texas,"1,200",Jim Wells,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,27.3606,-98.1236,Texas
2004,1,Longboat Observer,Longboat Key,Fla.,"16,000",Manatee,minor,"County in metro area of 250,000 to 1 million population",1,27.3912,-82.6355,Florida
2004,1,Longboat Observer,Longboat Key,Fla.,"20,000",Manatee,minor,"County in metro area of 250,000 to 1 million population",1,27.4125,-82.6590,Florida
2004,7,Bradenton Herald,Bradenton,Fla.,"42,280",Manatee,minor,"County in metro area of 250,000 to 1 million population",1,27.4765,-82.6274,Florida
2004,7,Highlands Today,Sebring,Fla.,"18,000",Highlands,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,27.4771,-81.4530,Florida
2004,3,News-Sun,Sebring,Fla.,"14,631",Highlands,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,27.4956,-81.4409,Florida
2004,2,Kingsville Record and Bishop News,Kingsville,Texas,"6,013",Kleberg,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,27.5095,-97.8610,Texas
2004,1,Kingsville Journal,Kingsville,Texas,"6,000",Kleberg,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,27.5159,-97.8561,Texas
2004,7,Laredo Morning Times,Laredo,Texas,"20,626",Webb,minor,"County in metro area of fewer than 250,000 population",1,27.5480,-99.4868,Texas
2004,1,"Herald-Advocate, The",Hardee  Co.,Fla.,"5,710",Hardee,rural,"Nonmetro county with urban population of 2,500-19,999, adjacent to a metro area",0,27.5486,-81.8114,Florida
2004,3,News-Sun/Avon Park,Avon Park,Fla.,"12,000",Highlands,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,27.5989,-81.5104,Florida
2004,7,Treasure Coast News/Press-Tribune,Vero Beach,Fla.,"94,805",Indian River,minor,"County in metro area of fewer than 250,000 population",1,27.6462,-80.3930,Florida
2004,1,Sun City Sun,Sun City Center,Fla.,"15,000",Hillsborough,major,County in metro area with 1 million population or more,1,27.7181,-82.3518,Florida
2004,1,South Shore News,Summerfield,Fla.,"20,000",Hillsborough,major,County in metro area with 1 million population or more,1,27.7217,-82.4296,Florida
2004,7,Corpus Christi Caller-Times,Corpus Christi,Texas,"57,591",Nueces,minor,"County in metro area of 250,000 to 1 million population",1,27.7376,-97.2870,Texas
2004,1,Nueces County Record-Star,Corpus Christi,Texas,"6,200",Nueces,minor,"County in metro area of 250,000 to 1 million population",1,27.7376,-97.2870,Texas
2004,1,Frostproof News,Frostproof,Fla.,"1,400",Polk,minor,"County in metro area of 250,000 to 1 million population",1,27.7491,-81.5252,Florida
2004,1,Neighborhood News,St Petersburg,Fla.,"6,000",Pinellas,major,County in metro area with 1 million population or more,1,27.7518,-82.6267,Florida
2004,1,Pinellas News,St Petersburg,Fla.,563,Pinellas,major,County in metro area with 1 million population or more,1,27.7518,-82.6267,Florida
2004,1,Weekly Challenger,St Petersburg,Fla.,"20,000",Pinellas,major,County in metro area with 1 million population or more,1,27.7518,-82.6267,Florida
2004,6,Alice Echo-News Journal,Alice,Texas,"3,845",Jim Wells,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,27.7522,-98.0697,Texas
2004,2,Fort Meade Leader,Fort Meade,Fla.,"1,500",Polk,minor,"County in metro area of 250,000 to 1 million population",1,27.7533,-81.7959,Florida
2004,7,St. Petersburg Times,St Petersburg,Fla.,"311,680",Pinellas,major,County in metro area with 1 million population or more,1,27.7617,-82.6429,Florida
2004,1,Duval County Picture,San Diego,Texas,"1,145",Duval,rural,"Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro area",0,27.7639,-98.2389,Texas
2004,1,Coastal Bend Sun,Corpus Christi,Texas,"1,800",Nueces,minor,"County in metro area of 250,000 to 1 million population",1,27.8006,-97.3964,Texas
2004,1,Flour Bluff Sun,Corpus Christi,Texas,"2,226",Nueces,minor,"County in metro area of 250,000 to 1 million population",1,27.8006,-97.3964,Texas
2004,1,Port Aransas South Jetty,Port Aransas,Texas,"4,768",Nueces,minor,"County in metro area of 250,000 to 1 million population",1,27.8130,-97.0832,Texas
2004,1,Port Aransas South Jetty,Port Aransas,Texas,"4,713",Nueces,minor,"County in metro area of 250,000 to 1 million population",1,27.8130,-97.0832,Texas
2004,1,Sebastian Sun,Sebastian,Fla.,"14,500",Indian River,minor,"County in metro area of fewer than 250,000 population",1,27.8164,-80.4706,Florida
2004,2,Suncoast News,Pinellas,Fla.,"290,080",Pinellas,major,County in metro area with 1 million population or more,1,27.8589,-82.7082,Florida
2004,1,Ingleside Index,Ingleside,Texas,"1,200",San Patricio,minor,"County in metro area of 250,000 to 1 million population",1,27.8754,-97.2118,Texas
2004,1,Portland News,Portland,Texas,"2,500",San Patricio,minor,"County in metro area of 250,000 to 1 million population",1,27.8810,-97.3242,Texas
2004,1,Freer PressThe,Freer,Texas,"1,500",Duval,rural,"Nonmetro county with urban population of 2,500-19,999, not adjacent to a metro area",0,27.8821,-98.6174,Texas
2004,2,Polk County Democrat,Bartow,Fla.,"4,030",Polk,minor,"County in metro area of 250,000 to 1 million population",1,27.8869,-81.8216,Florida
2004,1,Aransas Pass Progress,Aransas Pass,Texas,"2,780",Nueces,minor,"County in metro area of 250,000 to 1 million population",1,27.8894,-97.1117,Texas
2004,1,Polk County Press,Lakeland,Fla.,"3,700",Polk,minor,"County in metro area of 250,000 to 1 million population",1,27.9046,-81.9741,Florida
2004,1,Beach Beacon,Largo,Fla.,"11,100",Pinellas,major,County in metro area with 1 million population or more,1,27.9064,-82.7715,Florida
2004,1,Belleair Bee,Largo,Fla.,"14,200",Pinellas,major,County in metro area with 1 million population or more,1,27.9064,-82.7715,Florida
2004,1,Clearwater Citizen,Largo,Fla.,"21,400",Pinellas,major,County in metro area with 1 million population or more,1,27.9064,-82.7715,Florida
2004,1,Largo Leader,Largo,Fla.,"23,900",Pinellas,major,County in metro area with 1 million population or more,1,27.9064,-82.7715,Florida
2004,1,Seminole Beacon,Largo,Fla.,"40,000",Pinellas,major,County in metro area with 1 million population or more,1,27.9064,-82.7715,Florida
2004,1,Lake Wales News,Lake Wales,Fla.,"3,400",Polk,minor,"County in metro area of 250,000 to 1 million population",1,27.9207,-81.5995,Florida
2004,1,Brandon News,Brandon,Fla.,"45,638",Hillsborough,major,County in metro area with 1 million population or more,1,27.9378,-82.2859,Florida
2004,1,Odem-Edroy Times,Odem,Texas,600,San Patricio,minor,"County in metro area of 250,000 to 1 million population",1,27.9506,-97.5822,Texas
2004,1,Florida Sentinel-Bulletin,Tampa,Fla.,"23,000",Hillsborough,major,County in metro area with 1 million population or more,1,27.9506,-82.4572,Florida
2004,1,Temple Terrace News,Tampa,Fla.,"18,117",Hillsborough,major,County in metro area with 1 million population or more,1,27.9506,-82.4572,Florida
2004,1,Weekly Planet,Tampa,Fla.,"84,893",Hillsborough,major,County in metro area with 1 million population or more,1,27.9506,-82.4572,Florida
2004,1,Orange Grove Journal,Orange Grove,Texas,"1,500",Jim Wells,rural,"Nonmetro county with urban population of 20,000 or more, adjacent to a metro area",0,27.9567,-97.9369,Texas
2004,7,Tampa Tribune/ Sunday Tampa Tribune,Tampa,Fla.,"214,269",Hillsborough,major,County in metro area with 1 million population or more,1,27.9680,-82.4764,Florida
2004,1,South Tampa News,Tampa,Fla.,"32,000",Hillsborough,major,County in metro area with 1 million population or more,1,27.9680,-82.4764,Florida
2004,1,"Free Press, The",Tampa,Fla.,100,Hillsborough,major,County in metro area with 1 million population or more,1,27.9680,-82.4764,Florida
2004,1,Town 'n Country News,Tampa,Fla.,"23,000",Hillsborough,major,County in metro area with 1 million population or more,1,27.9680,-82.4764,Florida
2004,1,La Gaceta,Hillsborough,Fla.,"18,000",Hillsborough,major,County in metro area with 1 million population or more,1,27.9705,-82.4611,Florida
2004,1,Clearwater Gazette & Beach Views,Clearwater,Fla.,"38,000",Pinellas,major,County in metro area with 1 million population or more,1,27.9795,-82.7663,Florida
2004,1,Taft Tribune,Taft,Texas,"1,200",San Patricio,minor,"County in metro area of 250,000 to 1 million population",1,27.9801,-97.3912,Texas
2004,1,Plant City Courier,Plant City,Fla.,"12,500",Hillsborough,major,County in metro area with 1 million population or more,1,28.0143,-82.1202,Florida
2004,1,Herald,Rockport,Texas,"4,000",Aransas,minor,"County in metro area of 250,000 to 1 million population",1,28.0206,-97.0544,Texas
2004,1,Bay Bulletin,Palm Bay,Fla.,"29,700",Brevard,minor,"County in metro area of 250,000 to 1 million population",1,28.0345,-80.5887,Florida
2004,1,San Patricio County News,Sinton,Texas,"2,500",San Patricio,minor,"County in metro area of 250,000 to 1 million population",1,28.0404,-97.5145,Texas
2004,7,News Chief,Winter Haven,Fla.,"9,800",Polk,minor,"County in metro area of 250,000 to 1 million population",1,28.0458,-81.7327,Florida
2004,1,Rockport Pilot,Rockport,Texas,"5,200",Aransas,minor,"County in metro area of 250,000 to 1 million population",1,28.0462,-97.0510,Texas
